#ID  Vmag   (Vmag-Imag)   e_Vmag   e_(Vmag-Imag)   Mini
1327    25.4766 0.9695  0.0101  0.0184  0.8740  
1328    25.8986 0.9275  0.0132  0.0242  0.8735  
1329    25.5511 0.5618  0.0105  0.0193  0.8765  
1330    25.5451 0.5414  0.0107  0.0196  0.8760  
1331    25.4886 0.7235  0.0102  0.0188  0.8776  
1332    25.1078 0.9772  0.0083  0.0150  0.8744  
1333    25.5241 0.5464  0.0105  0.0192  0.8767  
1334    25.5401 0.6357  0.0105  0.0192  0.8770  
1335    25.5185 0.7413  0.0103  0.0189  0.8774  
1336    24.7622 0.9568  0.0071  0.0125  0.8779  
1337    23.5764 1.0734  0.0051  0.0079  0.8781  
1338    23.5597 1.1132  0.0051  0.0078  0.8752  
1339    25.5559 0.5611  0.0107  0.0196  0.8760  
1340    25.2311 0.9619  0.0089  0.0161  0.8742  
1341    25.5309 0.5698  0.0105  0.0192  0.8768  
1342    24.6833 1.0071  0.0069  0.0121  0.8747  
1343    25.2073 0.9587  0.0088  0.0159  0.8743  
1344    24.1074 1.0365  0.0057  0.0094  0.8750  
1345    24.1870 1.0386  0.0059  0.0097  0.8750  
1346    25.5168 0.7105  0.0104  0.0190  0.8773  
1347    24.3202 1.0321  0.0061  0.0102  0.8749  
1348    25.3770 0.8347  0.0095  0.0174  0.8778  
1349    22.9981 1.2103  0.0047  0.0068  0.8753  
1350    25.4479 0.7878  0.0100  0.0182  0.8777  
1351    23.8946 1.0639  0.0054  0.0087  0.8751  
